long,lat,country
21.916667,47.683333000000005,3
11.216667,48.216667,2
10.0,47.65,2
12.483333,52.86666700000001,2
13.8,52.416667,2
16.016667,47.483333,0
10.133333,46.116667,4
9.316667,54.5,2
2.986569,47.411337,1
12.116667,47.916667,2
7.666667,51.25,2
6.668425999999999,45.568383,1
11.833333,50.983333,2
11.433333,47.75,2
-1.056306,47.333927,1
5.9324580000000005,47.645959999999995,1
10.95,47.833333,2
13.633333,48.15,0
9.183333,48.866667,2
5.111407,44.257909999999995,1
11.6,50.066666999999995,2
-4.35,48.233333,1
6.133333,51.65,2
1.064986,48.590199,1
12.966667,51.583333,2
6.184674,49.077659,1
1.825773,48.881296,1
7.233333,52.683333,2
7.866667,49.683333000000005,2
13.1,48.933333000000005,2
8.216667,52.366667,2
13.1,47.983333,0
3.05,46.916667,1
0.784326,44.323193,1
21.416667,47.95,3
11.35,45.116667,4
18.702662,46.260783,3
8.966667,51.95,2
5.787845,46.006437,1
5.2709790000000005,48.13375,1
13.5,42.116667,4
10.35,48.133333,2
2.624053,42.910791,1
13.316667,42.9,4
7.733333,51.616667,2
3.191471,43.399573,1
11.116667,53.766667000000005,2
-2.805604,47.697263,1
13.583332999999998,52.733332999999995,2
1.870273,49.72866,1
13.9,52.533333,2
16.232222,46.961944,0
9.683333,48.5,2
21.766667,47.95,3
15.866667,46.8,0
2.579153,44.863399,1
11.0,46.55,4
3.803405,48.154868,1
18.479237,47.420442,3
12.733333,43.7,4
1.003355,49.555032,1
8.533333,54.716667,2
15.316667,48.9,0
1.660365,42.798359000000005,1
6.8333330000000005,45.033333,4
8.266667,53.333333,2
11.25,44.383333,4
9.433781,42.451640000000005,1
2.742259,47.804214,1
-2.317238,48.001333,1
11.733333,49.966667,2
17.905942,46.37467,3
6.0376959999999995,45.446433,1
7.8,50.783333,2
3.2415529999999997,47.605235,1
14.55,48.266667,0
7.466667,53.583333,2
16.783793,46.674479,3
9.380833,39.523333,4
4.527067,44.527522999999995,1
7.582312,48.66114,1
7.833333,50.466667,2
8.666667,52.466667,2
6.816667,50.8,2
8.5475,39.374722,4
10.8,52.933333,2
6.192927,48.40413,1
1.04966,48.274581,1
3.011777,45.680451,1
0.997505,48.605755,1
12.166667,48.266667,2
8.216667,47.95,2
13.133333,51.216667,2
20.783333,47.55,3
-3.422164,48.319082,1
-1.19619,47.958246,1
11.066667,48.833333,2
6.007453,43.122772999999995,1
5.825824,47.000544,1
14.6,41.033333,4
12.533333,42.3,4
11.55,47.316666999999995,0
11.216667,48.9,2
21.366667,47.966667,3
17.963989,46.359371,3
5.9192599999999995,45.829431,1
11.483333,49.85,2
-1.928289,48.108469,1
-1.218749,47.680836,1
0.6249180000000001,46.870688,1
14.233332999999998,52.083333,2
12.35,42.85,4
7.55,52.483332999999995,2
7.794291,48.898925,1
16.641779999999997,46.959266,3
12.4,42.8,4
5.156238,49.524815,1
1.999467,48.768731,1
5.477875,45.909926,1
18.288181,45.966096,3
9.016667,39.15,4
1.999144,50.110882,1
0.6840310000000001,43.422252,1
10.95,45.133333,4
8.033333,53.016667000000005,2
12.133333,47.983333,2
12.5,48.633333,2
6.966667,44.383333,4
15.35,38.133333,4
1.120262,49.674215,1
9.083333,48.533333,2
9.45,46.15,4
11.8,47.766667,2
0.660223,45.030236,1
15.916667000000002,37.933333000000005,4
15.6,48.45,0
3.987364,45.164137,1
8.116667,48.366667,2
12.566667,49.116667,2
20.016667,47.566666999999995,3
2.576384,49.482135,1
7.216667,50.966667,2
18.820379,46.695527,3
16.316667000000002,47.383333,0
13.916667000000002,51.866667,2
6.433333,50.166667,2
19.660528,46.204839,3
14.266667000000002,51.816666999999995,2
11.733333,49.05,2
17.733333,47.7,3
13.8,43.15,4
3.794033999999999,50.033083000000005,1
8.654444,49.220833,2
-0.606246,47.621309,1
-0.417857,46.821306,1
12.033333,52.583333,2
3.460005,47.194051,1
20.5,46.583333,3
8.166667,52.083333,2
15.266667000000002,40.583333,4
8.566667,51.716667,2
6.337747,47.920328000000005,1
3.088996,50.372362,1
9.216667,52.783333,2
9.183333,50.166667,2
16.35,47.116667,0
6.616667,51.266667,2
10.55,48.083333,2
5.765906,45.596932,1
8.366667,52.6,2
17.033333,46.266667,3
1.15,44.9,1
2.2301919999999997,44.37395,1
2.511796,48.524933,1
13.833332999999998,51.033333,2
10.883333,42.85,4
2.84044,48.741963,1
18.316667,40.316666999999995,4
4.898501,45.110562,1
8.933333,52.216667,2
6.883333,50.533333,2
19.751248,48.097621,3
8.65,48.783333,2
9.916667,51.75,2
-1.936284,47.567046000000005,1
12.1,44.55,4
8.183333,44.783333,4
-0.360853,45.715949,1
16.65,39.616667,4
3.985454,44.054087,1
9.65,44.9,4
10.566667,47.7,2
14.25,52.25,2
8.966667,50.066666999999995,2
9.5,48.2,2
14.466667,51.1,2
19.816667,48.1,3
12.7,51.2,2
4.550554,46.355958,1
14.783333,51.516667,2
10.65,45.316666999999995,4
3.608664,45.433992,1
-1.48698,46.201282,1
21.9,47.416667,3
19.116667,46.516667,3
10.916667,49.383333,2
-4.616667,48.433333000000005,1
11.9,50.966667,2
10.366667,54.05,2
3.133051,45.702569,1
3.520092,45.607078,1
6.622122999999999,48.243672,1
2.885856,48.322606,1
2.7978490000000003,48.397936,1
8.783333,50.466667,2
13.45,50.683333000000005,2
13.583332999999998,47.083333,0
0.2059679999999999,47.137454,1
17.035643,46.929086,3
14.5,40.75,4
2.324535,43.717231,1
14.85,41.033333,4
4.604164,47.733214,1
6.05304,45.055694,1
12.8,43.85,4
14.416667000000002,51.616667,2
12.116667,51.733333,2
9.033333,54.483332999999995,2
11.266667,51.483333,2
8.85,45.316666999999995,4
13.433333,42.3,4
12.15,47.866667,2
12.633333,48.5,2
9.133333,50.633333,2
9.270181,42.15475,1
5.948892,45.358094,1
0.935324,47.931671,1
13.0,49.016667,2
19.607222,46.760278,3
12.433333,52.416667,2
4.432055,44.305741,1
11.716667,51.066666999999995,2
11.05,52.716667,2
7.366667,50.966667,2
14.0,46.833333,0
7.733333,50.65,2
17.39155,46.515259,3
17.716667,46.633333,3
3.987681,45.132327,1
10.55,47.566666999999995,2
7.433333,51.4,2
1.714466,50.066422,1
14.7,47.15,0
11.916667,47.45,0
7.416667,51.983333,2
7.933333,45.816666999999995,4
17.191109,47.510456,3
7.383031,47.82007,1
6.016667,44.783333,1
13.565278,45.864722,4
8.45,48.633333,2
18.487473,46.460925,3
9.516667,53.783333,2
5.864927,45.547409,1
5.14101,45.0034,1
9.4,47.816666999999995,2
-1.584448,43.303415,1
10.483333,48.933333000000005,2
12.716667,43.933333000000005,4
11.333333,51.016667,2
2.851777,49.044035,1
18.347992,47.051365,3
16.016667,47.783333,0
2.748287,46.78783,1
7.283333,50.75,2
7.646589,48.22253,1
15.233332999999998,48.533333,0
8.066667,44.833333,4
10.516667,49.45,2
2.054402,50.147921,1
19.45,46.15,3
13.983332999999998,48.433333000000005,0
17.82797,46.139273,3
1.497906,44.311726,1
12.206667,46.170833,4
12.833333,48.066666999999995,0
18.521721,47.029072,3
10.3,45.466667,4
16.75,48.2,0
9.75,54.36666700000001,2
5.702108,46.933417,1
11.616667,52.033333,2
14.266667000000002,52.166667,2
12.883333,49.033333,2
6.284203,45.550721,1
8.033333,52.516667000000005,2
6.5853399999999995,48.356414,1
10.483333,48.566666999999995,2
1.654524,49.990547,1
13.566667,52.383333,2
1.523392,49.79193,1
5.078566,44.966336,1
17.9,46.983333,3
12.483333,41.816666999999995,4
0.033333,45.483333,1
3.13576,43.229374,1
1.7723259999999998,45.815783,1
20.666667,47.883333,3
11.883333,47.416667,0
1.948858,47.486759,1
4.106301,47.918336,1
18.783333,46.133333,3
1.817514,48.841006,1
12.583333,51.183333000000005,2
1.292363,48.323731,1
-0.949405,46.506554,1
10.283333,52.45,2
12.842778,46.396389,4
1.141046,48.070059,1
10.25,47.85,2
0.703723,46.102433000000005,1
1.406515,43.523329,1
11.483333,47.766667,2
12.166667,52.016667,2
20.783333,46.85,3
9.906944,49.704444,2
12.866667,48.733333,2
12.116667,48.05,2
10.4,48.966667,2
17.808747,46.341913,3
6.366667,44.583333,1
3.580432,45.15851,1
9.983333,44.816666999999995,4
15.3,46.933333000000005,0
12.383333,47.433333000000005,0
12.233333,49.7,2
13.65,52.016667,2
18.884094,46.444765,3
5.745430000000001,48.288998,1
12.085278,44.371111,4
11.083333,44.166667,4
10.15,48.883333,2
5.156507,45.363723,1
11.583333,49.55,2
9.533333,52.266667,2
4.686704,49.329488,1
11.816667,48.583333,2
14.816667,46.816666999999995,0
9.683333,54.566667,2
4.920399,46.43208,1
10.283333,49.1,2
9.295556,49.889167,2
12.033333,51.466667,2
4.36041,45.315822,1
2.3699169999999996,43.80172,1
9.1,50.666667,2
1.491808,50.030154,1
13.85,53.0,2
7.5,44.5,4
2.110377,49.464151,1
1.579299,49.732976,1
14.85,48.516667,0
6.168166,45.696419,1
9.494044,42.397112,1
16.533333,38.9,4
4.276937,49.582248,1
13.116667,48.05,0
21.55,48.183333000000005,3
0.2239789999999999,49.523916,1
5.080565,47.598915000000005,1
0.253963,49.040618,1
17.65,46.0,3
16.316667000000002,48.133333,0
16.516667,48.2,0
2.774027,45.462140999999995,1
11.5,50.833333,2
12.433333,49.65,2
18.4,40.016667,4
2.649832,45.731137,1
8.6,53.15,2
-0.548086,44.808446,1
13.483332999999998,48.616667,2
22.208432,47.789159000000005,3
11.833333,49.933333000000005,2
9.416667,53.9,2
0.46296,48.924198,1
20.916667,47.816666999999995,3
0.7555470000000001,49.593439,1
1.843058,50.628988,1
14.516667000000002,48.283333,0
9.6,48.916667,2
16.416667,47.133333,0
10.833333,45.233333,4
12.9,53.8,2
20.183333,47.066666999999995,3
21.45,47.15,3
10.133333,49.183333000000005,2
19.35,47.383333,3
7.45,53.2,2
4.849203,45.877039,1
14.766667000000002,47.633333,0
8.6,53.13333299999999,2
6.75,44.933333000000005,4
8.183333,50.333333,2
12.6,50.916667,2
14.1,51.466667,2
13.483332999999998,48.583333,2
20.133333,47.7,3
7.1666669999999995,51.783333,2
16.083333,48.6,0
12.683333,49.2,2
8.95,44.416667,4
12.983333,47.833333,0
8.133333,47.616667,2
15.1,41.016667,4
6.289326,46.827185,1
8.0,48.25,2
3.15,50.683333000000005,1
9.016667,51.716667,2
11.65,50.716667,2
11.816667,44.9,4
8.216667,51.133333,2
13.866667,47.983333,0
13.116667,47.083333,0
6.562183,48.983803,1
9.65,53.75,2
0.8598790000000001,49.151447,1
4.64774,46.793456,1
15.016667000000002,48.55,0
2.2955970000000003,49.409837,1
4.1,47.137497,1
21.2,46.866667,3
10.066667,51.6,2
4.71707,45.658584999999995,1
-1.883604,48.48035,1
20.25,48.05,3
7.816667,51.7,2
0.559692,44.65755,1
15.633333,47.133333,0
12.2,54.0,2
9.616667,53.666667,2
9.033333,54.3,2
11.65,48.966667,2
9.9,52.466667,2
7.65,50.566666999999995,2
3.512421,43.911957,1
13.566667,52.45,2
21.666667,48.4,3
6.5,51.416667,2
11.733333,45.766667,4
1.125849,44.550375,1
11.816667,54.11666700000001,2
12.783333,42.633333,4
9.9775,49.6275,2
9.25,52.133333,2
10.583333,53.2,2
4.48474,45.543164,1
15.058611,46.984444,0
11.466667,53.483332999999995,2
9.916667,53.35,2
21.55,47.883333,3
-2.492727,48.567378000000005,1
3.086435,50.111631,1
9.25,44.966667,4
13.5475,46.145833,4
13.15,50.666667,2
19.483333,47.633333,3
19.716667,47.566666999999995,3
11.416667,45.783333,4
13.0,49.25,2
1.154313,49.498323,1
20.4,48.3,3
12.6,53.583333,2
0.4700649999999999,45.22654,1
10.0,47.9,2
3.563733,50.282364,1
12.129167,49.121666999999995,2
16.383333,39.183333000000005,4
7.833333,45.5,4
1.750428,48.308265000000006,1
1.240952,49.9337,1
12.083333,48.616667,2
-1.99523,47.815524,1
12.666667,53.75,2
12.483333,51.4,2
4.31306,49.52126,1
5.734723000000001,47.392678,1
6.101655,43.586756,1
3.891541,44.030685,1
18.782476000000003,46.426765,3
7.913505000000001,48.71138,1
8.366667,50.55,2
12.133333,48.083333,2
10.783333,53.7,2
6.1,50.85,2
10.55,49.15,2
6.322436,44.670994,1
15.2,48.2,0
9.283333,48.966667,2
8.333333,50.816666999999995,2
18.883333,47.066666999999995,3
11.883333,46.716667,4
-2.13485,47.384224,1
1.778193,43.091613,1
6.463604,48.881238,1
4.163572,49.017987,1
7.1666669999999995,50.716667,2
15.166667000000002,48.833333,0
7.35,43.8,1
5.718168,48.842675,1
11.8,51.45,2
3.102786,44.457646,1
5.742796,45.742925,1
11.6,50.733333,2
12.983333,51.633333,2
-2.4616830000000003,48.637858,1
11.166667,52.45,2
1.101329,45.85524,1
9.477704,42.312999,1
16.8,47.483333,3
16.166667,48.483333,0
17.333333,40.8,4
3.181429,46.8921,1
6.727948,47.527355,1
14.75,37.166667,4
5.957774,46.849554,1
19.417048,47.629145,3
18.416667,40.083333,4
1.539295,47.31242,1
20.95,48.3,3
12.883333,49.15,2
9.233333,53.933333,2
-0.51631,44.902262,1
20.333333,46.416667,3
15.933333,46.866667,0
9.733333,52.25,2
16.65,39.35,4
19.961908,48.058756,3
4.396193,47.524757,1
10.516667,48.566666999999995,2
18.249875,46.658355,3
8.416667,46.416667,4
3.075047,47.745515999999995,1
9.25,52.6,2
3.083333,45.8,1
-1.636636,49.638009999999994,1
12.883333,47.983333,0
12.733333,48.683333000000005,2
0.338473,42.828344,1
6.655705,47.168098,1
13.633333,48.483333,0
13.733332999999998,48.316666999999995,0
10.833333,43.816666999999995,4
13.733332999999998,41.9,4
11.416667,45.916667,4
8.083333,47.933333000000005,2
9.883333,54.75,2
3.589551,49.681429,1
9.25,48.483333,2
14.216667,48.133333,0
15.566667,47.1,0
4.14091,47.930679999999995,1
4.419743,48.168786,1
11.466667,48.216667,2
0.516834,45.160893,1
1.587017,49.503235,1
10.75,48.733333,2
10.6,44.733333,4
1.561577,48.079578000000005,1
12.244722,44.004721999999994,4
12.733333,43.216667,4
9.566667,48.383333,2
0.8873110000000001,49.863973,1
0.286598,48.642524,1
11.883333,45.266667,4
10.6,54.283333,2
7.483333,50.85,2
5.304233999999999,43.537728,1
0.496449,45.651777,1
-0.595825,45.068003999999995,1
12.016667,50.016667,2
3.3276220000000003,49.189877,1
14.283333,48.433333000000005,0
-1.574091,47.623878000000005,1
11.833333,43.05,4
7.85,53.316667,2
9.633333,47.766667,2
14.430556,47.168056,0
2.381471,50.408897,1
21.216667,48.15,3
10.616667,51.966667,2
10.783333,45.416667,4
10.033333,47.55,2
14.016667000000002,48.35,0
-1.931043,49.711819,1
-1.074936,43.350654,1
9.483333,53.38333299999999,2
7.883333,47.733333,2
4.881851,46.816517,1
12.3,43.85,4
13.616667,53.966667,2
9.916667,47.233333,0
13.116667,53.466667,2
5.768816999999999,48.469935,1
-2.28369,47.578978,1
11.733333,47.433333000000005,0
1.365847,43.035332,1
16.266667,47.566666999999995,0
15.3,47.266667,0
10.116667,54.183333,2
9.65,52.88333299999999,2
8.909222999999999,41.99091,1
15.283333,48.616667,0
8.316667,50.683333000000005,2
6.011169000000001,46.957215999999995,1
9.3,44.95,4
-0.2333329999999999,45.383333,1
10.366667,49.983333,2
13.533333,51.133333,2
3.106459,44.811617,1
10.716667,50.05,2
7.5,50.666667,2
2.629186,48.584523,1
8.466667,50.9,2
2.861421,49.695135,1
20.733333,46.366667,3
1.737079,46.150059000000006,1
6.116667,44.75,1
13.166667000000002,43.4,4
-1.352082,48.039995000000005,1
3.12647,46.338103,1
2.567118,49.958664,1
12.25,48.333333,2
5.317308000000001,49.599433000000005,1
13.483332999999998,48.366667,0
13.116667,51.716667,2
8.666667,45.066666999999995,4
5.955479,44.683561,1
12.8,41.55,4
6.383333,44.45,1
2.118623,50.140669,1
14.716667,47.216667,0
11.133333,42.783333,4
4.150483,45.586096000000005,1
0.243089,46.948436,1
13.983332999999998,47.45,0
13.566667,48.7,2
7.283333,50.566666999999995,2
4.847192,49.701759,1
11.55,43.366667,4
0.9994,48.158546,1
0.927861,43.732366,1
13.416667000000002,37.333333,4
11.95,47.75,2
10.783333,43.683333000000005,4
10.75,53.733332999999995,2
10.666667,53.9,2
13.583332999999998,54.533333,2
0.467916,44.879909999999995,1
0.0277649999999999,49.145449,1
9.166667,54.7,2
6.616667,49.35,2
9.616667,50.35,2
4.396619,45.715261,1
-1.610729,43.422849,1
8.183333,50.633333,2
12.6,49.383333,2
13.116667,50.583333,2
13.783333,47.6,0
21.2,48.283333,3
16.308977,46.998118,3
9.433333,51.316666999999995,2
6.15,51.783333,2
13.883333,50.983333,2
15.016667000000002,48.65,0
6.238128,49.492317,1
-0.358904,43.971753,1
12.983333,53.6,2
14.283333,41.916667,4
13.983332999999998,46.616667,0
9.166667,42.233333,1
3.684523,47.563812,1
19.416667,46.85,3
11.35,47.866667,2
14.616667,50.933333000000005,2
3.712512,45.0611,1
13.793333,48.534167,0
13.25,51.4,2
10.966667,50.85,2
6.6666669999999995,51.466667,2
14.866667,37.633333,4
8.35,52.183333000000005,2
13.283333,47.833333,0
11.7,45.1,4
10.766667,48.1,2
0.663018,43.848243,1
16.083333,38.583333,4
21.5,47.816666999999995,3
9.066667,40.933333000000005,4
9.583333,54.783333,2
7.483333,51.35,2
11.65,50.933333000000005,2
13.616667,53.216667,2
11.7,52.933333,2
8.583333,45.766667,4
2.929029,46.283266999999995,1
7.716667,52.766667000000005,2
19.283333,46.616667,3
11.3,48.683333000000005,2
9.75,49.683333000000005,2
14.366667,51.166667,2
0.651134,42.97517,1
6.822147999999999,48.510154,1
9.05,45.983333,4
12.15,47.866667,2
3.932363,49.913987,1
-1.7288119999999998,47.399645,1
8.616667,47.816666999999995,2
11.216667,48.883333,2
7.0,50.983333,2
13.080833,45.821944,4
8.466667,52.683333,2
0.586168,45.91422,1
7.733333,44.983333,4
18.916667,46.116667,3
1.403131,45.008975,1
3.399682,44.691673,1
14.9,38.166667,4
6.95,44.466667,4
20.783333,46.983333,3
8.7,51.35,2
3.057198,50.210925,1
5.340841,48.64711,1
5.519979,45.67248,1
16.333333,39.65,4
15.425,46.776944,0
8.461944,39.243611,4
11.85,45.683333000000005,4
18.260931,46.460183,3
1.534106,43.554021,1
10.733333,50.883333,2
14.016667000000002,52.2,2
7.983333,48.533333,2
9.283333,50.766667,2
5.302079,45.509782,1
6.921775,48.538163,1
9.766667,53.316667,2
7.966667,53.166667,2
20.383333,47.9,3
13.7,48.083333,0
15.416667000000002,48.466667,0
6.216667,50.9,2
2.772663,47.361718,1
12.966667,53.316667,2
1.898003,43.489076,1
8.733333,46.033333,4
5.973047,48.933913,1
14.293611,48.254721999999994,0
12.566667,48.583333,2
0.3596,45.569987,1
11.9,43.533333,4
8.05,50.083333,2
6.9166669999999995,51.033333,2
8.433333,47.65,2
12.183333,48.783333,2
11.883333,47.783333,2
20.783333,47.983333,3
8.666667,52.15,2
3.927051,43.52805,1
12.983333,51.8,2
10.216667,45.15,4
11.1,53.15,2
3.426375,43.753997,1
9.466667,49.733333,2
15.3,48.083333,0
0.662786,49.589467,1
11.983333,50.233333,2
4.111999,47.815026,1
3.279903,47.884703,1
1.864488,47.269427,1
3.728971,48.256525,1
11.866667,47.333333,0
16.016667,48.266667,0
12.783333,51.116667,2
12.033333,50.016667,2
19.233333,47.2,3
5.346393,47.787325,1
16.2,47.366667,0
6.383333,50.716667,2
8.533333,54.683333,2
1.560343,43.400826,1
8.983333,44.4,4
4.725114,47.152379,1
20.916667,48.533333,3
9.683333,53.9,2
0.4333329999999999,44.466667,1
19.478955,47.597145000000005,3
-0.2635099999999999,44.734947,1
6.628328,43.309715999999995,1
0.003732,48.857948,1
11.633333,47.9,2
13.466667,48.333333,0
0.288703,45.829627,1
1.853607,49.549161,1
12.35,44.316666999999995,4
9.583333,47.983333,2
15.366667,46.95,0
3.286104,48.636437,1
0.262884,43.136484,1
5.519751,46.369816,1
13.161389000000002,45.8125,4
10.233333,51.8,2
11.05,51.1,2
6.95,51.383333,2
17.183332999999998,46.55,3
0.8838370000000001,43.018682,1
2.470381,49.142332,1
11.216667,49.166667,2
2.354695,43.268674,1
2.118951,50.117278000000006,1
4.146536,44.230602000000005,1
3.547835,44.960393,1
2.141481,48.862234,1
9.766667,53.5,2
11.383333,45.25,4
8.466667,50.033333,2
11.366667,53.066667,2
6.5833330000000005,44.383333,1
16.5,39.383333,4
13.483332999999998,48.633333,2
0.062157,45.796885,1
21.3,47.8,3
3.789768,47.085356,1
3.198946,47.090721,1
21.25,46.55,3
18.427501,46.161732,3
13.4,48.516667,2
2.741592,47.905136,1
9.35,45.65,4
-1.076205,44.977789,1
12.066667,48.7,2
12.633333,50.716667,2
11.233333,47.683333000000005,2
7.133333,43.65,1
10.7,43.35,4
14.916667000000002,48.3,0
16.033333,47.683333000000005,0
10.55,47.666667,2
12.083333,51.733333,2
6.947611,44.787455,1
10.066667,51.3,2
16.366667,47.033333,0
2.151138,50.262425,1
1.7823240000000002,50.781316,1
1.4823959999999998,43.527775,1
2.0068330000000003,45.604224,1
6.066667,51.066666999999995,2
13.166667000000002,48.5,2
10.166667,50.883333,2
5.326547,43.936315,1
2.33692,50.645034,1
12.533333,47.833333,2
20.266667,47.05,3
-2.360861,47.937521999999994,1
13.166667000000002,46.95,0
3.035653,42.78805,1
18.266667,40.3,4
14.666667000000002,47.133333,0
4.245328,49.47531,1
13.466667,47.966667,0
11.866667,47.966667,2
11.283333,45.383333,4
7.4,53.183333,2
11.383333,53.333333,2
19.51306,47.972854,3
21.183333,46.416667,3
6.8,51.4,2
5.314193,48.351563,1
9.493889,49.218056,2
9.616667,47.583333,2
5.976176000000001,43.339887,1
13.033333,48.3,2
10.616667,52.416667,2
8.4,51.916667,2
11.983333,47.15,0
2.995252,46.527137,1
8.416667,47.6,2
11.666667,47.833333,2
9.9,45.033333,4
-0.296414,47.154782,1
-2.985332,48.616778,1
8.990306,41.682442,1
11.066667,47.666667,2
5.586606,44.650692,1
-0.886367,47.773537,1
17.35132,46.34142,3
0.531217,49.008331,1
6.6666669999999995,51.4,2
3.141685,49.144503,1
9.883333,50.85,2
9.2,50.433333000000005,2
16.083333,39.066666999999995,4
1.419902,49.548562,1
0.155807,47.822349,1
8.583333,53.183333,2
12.483333,41.866667,4
0.230708,48.218601,1
11.666667,49.533333,2
9.783333,50.616667,2
6.6264899999999995,47.394324,1
11.033333,48.15,2
12.266667,50.25,2
9.266667,39.816666999999995,4
3.060814,49.116025,1
19.683333,46.6,3
21.416667,48.116667,3
2.183333,45.433333000000005,1
8.766667,52.683333,2
11.766667,42.75,4
10.683333,49.283333,2
1.084698,46.50968,1
-0.354987,49.314522,1
15.716667,46.9,0
3.630009,48.030448,1
8.005278,49.247222,2
4.7534160000000005,45.805061,1
8.687222,49.667778000000006,2
8.239167,49.404444,2
14.266667000000002,51.15,2
9.866667,47.683333000000005,2
10.916667,48.083333,2
15.816667,48.633333,0
-3.5608370000000003,48.089579,1
13.85,47.633333,0
9.6,47.716667,2
13.85,42.533333,4
16.0,47.683333000000005,0
10.233333,47.783333,2
7.2,51.066666999999995,2
11.533333,53.86666700000001,2
9.216667,48.766667,2
11.066667,51.033333,2
-1.7367830000000002,47.32547,1
11.783333,50.766667,2
12.4,49.016667,2
20.766667,48.366667,3
9.766667,45.566666999999995,4
12.983333,47.85,2
12.75,48.666667,2
6.695082000000001,44.366744,1
18.116667,46.533333,3
2.035457,45.388308,1
13.5,48.566666999999995,0
9.2,48.933333000000005,2
13.045278,47.854167,0
19.066667,48.05,3
18.933333,47.6,3
0.931908,49.212713,1
0.492559,44.793741,1
18.72924,46.939054,3
1.117238,46.231144,1
8.2,52.016667,2
9.65,47.783333,2
9.616667,52.366667,2
2.187268,48.695722,1
20.1,46.733333,3
2.679656,48.267333,1
-1.155478,46.150872,1
-0.8858020000000001,46.217161,1
13.583332999999998,41.263889,4
0.7447229999999999,49.02441,1
11.333333,45.566666999999995,4
-4.6666669999999995,48.35,1
11.916667,49.616667,2
7.733333,53.6,2
2.490598,50.119841,1
13.133333,50.533333,2
4.888626,48.968619,1
-1.238076,45.863725,1
5.6114690000000005,45.618257,1
14.083332999999998,48.0,0
3.266667,49.0,1
6.45,49.983333,2
-1.940386,48.524804,1
3.3879309999999996,44.780996,1
2.7342720000000003,46.05137,1
12.241111,44.858611,4
13.383333,43.2,4
11.216667,48.716667,2
9.583333,51.066666999999995,2
8.95,52.316666999999995,2
14.466667,48.216667,0
14.966667,48.15,0
5.598102,45.439241,1
6.616667,50.383333,2
22.566667,47.883333,3
8.083333,52.1,2
5.3509199999999995,47.920010999999995,1
-3.3239919999999996,48.366781,1
8.9,52.383333,2
13.85,52.733332999999995,2
15.733332999999998,46.833333,0
1.275614,45.991624,1
6.883333,49.25,2
14.233332999999998,46.7,0
17.06514,47.208071999999994,3
-1.512259,48.898713,1
2.07802,42.9316,1
6.35,49.966667,2
8.5,48.45,2
1.193707,46.198287,1
8.644167,49.199721999999994,2
19.079026,46.667488,3
4.859123,46.691073,1
21.766667,47.6,3
17.8,46.983333,3
13.866667,42.1,4
