long,lat,state
-91.4069,46.5671,45
-79.1528,39.6969,17
-76.5043,37.2767,42
-93.3406,32.0256,15
-85.7711,40.0066,12
-90.4461,41.7435,9
-111.6405,40.1101,41
-90.0498,46.4775,19
-90.8482,41.3408,11
-93.4391,30.5289,15
-89.3892,42.9253,45
-82.0361,38.0054,46
-82.5283,38.4099,32
-95.7189,34.9301,33
-108.0748,35.3682,29
-96.7859,44.3022,38
-121.3667,44.0389,34
-118.7094,44.4611,34
-95.9985,33.5648,40
-76.5448,38.6881,17
-83.2011,32.8466,8
-96.8712,34.7578,33
-118.791,37.5727,3
-78.3241,40.5124,35
-89.3603,39.5611,11
-82.0621,32.3958,8
-84.5166,39.0334,14
-82.1373,31.3853,8
-90.4328,39.5592,11
-74.5756,42.9143,31
-73.9333,41.7222,31
-91.0369,30.5593,15
-79.9504,38.9782,46
-92.4224,34.9688,1
-73.8525,43.0068,31
-88.0016,31.1946,0
-113.9129,33.8544,2
-87.7333,39.0089,11
-99.8417,48.6609,25
-84.9641,39.2935,12
-76.7928,35.4414,24
-118.3416,33.8346,3
-80.2539,26.2056,7
-89.548,38.4344,11
-75.7328,36.1205,24
-73.7004,40.7135,31
-73.9119,42.0587,31
-89.3777,36.0465,39
-96.8019,48.8577,20
-93.2798,33.5877,1
-94.6686,37.5529,13
-82.2379,35.2086,24
-90.3948,38.2579,21
-81.361,41.149,32
-92.9063,36.3956,1
-96.708,36.5699,33
-92.7029,38.9342,21
-79.8292,33.6665,37
-92.0169,44.0867,20
-120.4387,39.3204,3
-76.9063,38.7499,17
-97.6816,40.3033,26
-91.5601,44.0084,20
-99.8916,39.8362,13
-92.081,35.3249,1
-71.5221,42.2727,16
-88.3607,47.2992,19
-85.2285,34.9973,39
-79.4352,34.9592,24
-97.5381,38.3836,13
-100.9343,47.8373,25
-88.1231,43.064,45
-95.1498,29.6575,40
-99.3045,47.1421,25
-77.5858,37.5878,42
-80.3074,40.6936,35
-77.4689,36.816,42
-80.2465,40.1741,35
-91.8253,35.1119,1
-86.0994,39.5617,12
-83.0615,34.7705,37
-74.2806,40.0104,28
-88.0085,41.9313,11
-103.1923,34.4376,29
-79.1776,33.3707,37
-98.5456,41.1185,26
-101.2832,48.9713,25
-97.2871,29.1023,40
-97.9864,30.3544,40
-86.0459,41.2756,12
-89.6048,40.3051,11
-97.9517,35.3175,33
-79.8504,40.0835,35
-97.7378,36.8035,33
-105.2524,40.0248,4
-81.9925,26.9529,7
-83.2362,36.3531,39
-90.8362,42.4723,9
-116.948,32.8189,3
-84.2128,45.1738,19
-84.5384,41.6183,32
-94.5162,37.1405,21
-115.0099,38.8642,30
-96.1627,45.232,20
-96.7294,46.4469,25
-75.8847,38.3054,17
-95.6229,47.7684,20
-120.4215,46.4437,44
-80.3685,34.9865,24
-97.934,39.386,13
-92.0221,39.8779,21
-75.665,43.1225,31
-76.3245,37.4365,42
-94.816,37.9227,13
-97.4352,36.5316,33
-81.2751,37.2351,42
-81.7271,33.5303,37
-92.9921,39.3976,21
-86.2754,38.3421,12
-84.2599,40.6235,32
-90.1297,42.966,45
-95.8804,43.4471,9
-84.783,45.5519,19
-97.1078,37.7882,13
-91.3723,40.0742,11
-76.0698,43.0638,31
-81.4543,41.6596,32
-85.3266,39.3096,12
-82.3372,35.4025,24
-93.9644,44.7327,20
-103.8838,37.0155,4
-87.955,44.4592,45
-112.6135,33.8549,2
-76.2473,40.1532,35
-77.1321,38.7536,42
-87.0573,30.3757,7
-106.0764,38.7486,4
-99.3702,27.4901,40
-97.3654,36.1355,33
-97.3883,30.3526,40
-74.445,40.487,28
-86.1514,37.5442,14
-94.687,38.887,13
-86.999,35.0219,39
-111.6413,39.6281,41
-96.391,32.8481,40
-104.7818,37.6307,4
-90.7711,35.3153,1
-83.5029,32.1084,8
-74.943,40.3687,28
-71.7121,42.0779,16
-92.6884,46.5054,20
-87.2667,39.4936,12
-74.024,40.9748,28
-107.5773,32.9219,29
-95.0749,30.7975,40
-107.7838,32.1344,29
-75.7497,39.113,17
-74.8881,40.6468,28
-88.8059,37.7249,11
-86.6099,40.1294,12
-92.6258,38.2035,21
-91.4126,32.7925,15
-81.8826,40.0689,32
-78.6107,40.5781,35
-97.6692,27.794,40
-84.4283,39.2035,32
-77.606,41.067,35
-94.4469,32.5886,40
-89.0444,37.0512,14
-93.2451,45.1161,20
-85.1893,33.7026,8
-74.8531,40.1533,35
-97.0742,36.1317,33
-97.5068,46.0543,25
-96.9702,32.8583,40
-88.6375,38.6373,11
-89.1258,38.5774,11
-92.4013,32.7752,15
-86.1773,37.9956,14
-83.8958,33.8353,8
-99.4032,38.1954,13
-85.0943,32.528,0
-112.4647,42.8724,10
-89.9808,36.585,21
-74.6724,40.8769,28
-97.3094,36.2837,33
-80.4166,36.103,24
-88.0942,43.9491,45
-83.5399,34.0693,8
-87.9553,45.378,45
-99.0008,34.3708,33
-87.8078,39.8004,11
-92.1041,35.8635,1
-110.8749,31.3919,2
-84.7405,39.1505,32
-117.3536,34.5277,3
-79.8464,40.111,35
-99.8158,33.4176,40
-90.7897,35.2322,1
-88.8715,44.2602,45
-88.0331,32.0181,0
-86.7087,32.661,0
-77.6831,40.6664,35
-78.8928,37.6744,42
-81.1568,35.4515,24
-113.0548,37.1478,41
-90.6893,29.9406,15
-104.3461,42.1388,47
-104.7786,38.7731,4
-105.1572,39.7278,4
-118.4321,35.7533,3
-118.3809,47.1253,44
-75.5315,41.5394,35
-91.2702,42.4827,9
-79.5217,40.7633,35
-96.174,39.0846,13
-78.4312,40.3742,35
-85.6108,38.2968,14
-82.5136,32.6921,8
-74.0185,40.2883,28
-94.4787,39.1986,21
-86.0572,34.1682,0
-117.8819,33.7367,3
-76.7437,39.1061,17
-79.8768,39.9664,35
-91.6112,41.7438,9
-90.1481,32.4236,22
-93.7227,38.2453,21
-77.4586,41.0838,35
-74.7828,43.1423,31
-84.3001,39.2123,32
-98.4235,36.9001,33
-73.8673,40.9466,31
-89.2906,42.3112,11
-93.0321,44.7151,20
-110.0624,40.1933,41
-117.9938,33.7523,3
-89.8383,41.3837,11
-77.3941,34.7289,24
-89.7828,30.2887,15
-82.6104,40.771,32
-90.2525,42.475,11
-91.6067,36.2365,1
-85.2317,41.3637,12
-89.8009,35.9223,1
-98.6492,37.0144,13
-83.0377,33.4804,8
-75.4909,43.226,31
-82.6593,34.4644,37
-87.1128,39.2772,12
-71.3544,42.1648,16
-81.7138,37.9712,46
-90.8844,30.0918,15
-89.071,41.2932,11
-88.8425,44.0074,45
-81.6341,28.759,7
-82.3459,29.6804,7
-82.2168,39.9515,32
-78.2015,34.7278,24
-84.4518,39.0801,14
-90.4848,30.5486,15
-82.5999,28.469,7
-88.7285,43.1893,45
-96.1658,40.9184,26
-117.8213,35.6546,3
-122.4933,37.8581,3
-78.952,39.7018,17
-123.8882,45.0187,34
-80.7354,32.5512,37
-81.7452,31.7093,8
-79.9657,39.9479,35
-74.3862,40.9847,28
-68.4875,44.5847,18
-98.9578,38.6411,13
-92.6347,40.962,9
-95.9112,45.2441,20
-94.1136,41.9465,9
-74.2365,40.4127,28
-90.95,40.2307,11
-110.7965,33.3553,2
-73.6645,40.6816,31
-95.6373,32.5242,40
-97.9636,29.2361,40
-93.9365,36.4854,1
-95.4768,43.1791,9
-121.7056,38.867,3
-94.6362,38.9874,13
-94.2721,39.0124,21
-109.9149,34.086,2
-74.9915,39.2236,28
-87.9375,42.0641,11
-97.0682,38.3839,13
-99.9328,38.6367,13
-91.0664,40.0383,11
-74.5409,39.9486,28
-82.7818,34.6451,37
-75.7409,41.3704,35
-121.6921,47.8563,44
-76.8342,40.2623,35
-73.4215,41.1144,5
-109.6443,43.5389,47
-122.1944,38.4464,3
-97.2211,27.8303,40
-74.4391,40.6431,28
-98.03,42.1291,26
-81.096,39.8519,32
-97.1179,36.3182,33
-81.5525,31.2603,8
-97.125,32.6998,40
-75.5849,39.6858,6
-75.6646,39.2274,6
-103.1066,33.8607,29
-96.3314,43.4403,9
-70.1923,44.4916,18
-76.8205,34.6974,24
-76.4671,40.0017,35
-84.3859,38.9621,14
-88.4846,30.5905,22
-75.0562,39.7825,28
-83.4849,44.2884,19
-75.1106,40.0839,35
-104.8958,39.5557,4
-98.5563,29.5861,40
-114.1453,32.6231,2
-78.4969,34.6418,24
-95.9512,47.3228,20
-112.1233,42.4288,10
-81.0465,29.2442,7
-99.2999,46.8938,25
-118.52,47.7594,44
-117.9043,34.0123,3
-118.4744,35.1276,3
-87.2018,41.3247,12
-71.692,42.4373,16
-84.4309,42.0599,19
-96.9147,41.9891,26
-73.8605,41.7165,31
-86.4963,33.5986,0
-72.922,41.8189,5
-93.0044,40.4757,21
-79.2997,40.5615,35
-95.0811,39.1088,13
-86.1113,40.8143,12
-85.0662,36.9893,14
-84.1124,43.5198,19
-85.5656,35.3576,39
-74.3237,40.4656,28
-97.5363,37.7818,13
-95.5654,39.977,13
-74.3783,40.4455,28
-112.1086,40.3414,41
-94.4501,39.1676,21
-86.5001,40.8643,12
-117.4706,34.001,3
-86.609,33.6951,0
-84.6411,37.9431,14
-75.5956,40.7515,35
-122.91,43.9892,34
-76.9211,39.0394,17
-97.8024,36.6679,33
-91.6227,35.7687,1
-87.1872,35.5483,39
-75.3212,40.4724,35
-94.9575,36.6965,33
-81.2502,33.775,37
-85.604,38.372,14
-89.5505,36.5878,21
-101.1075,40.3483,26
-95.3635,29.4798,40
-75.9131,40.9299,35
-100.407,48.3471,25
-98.5089,44.7382,38
-79.9606,33.0989,37
-102.3635,33.5806,40
-120.521,35.5173,3
-95.3013,30.3153,40
-75.9684,40.4451,35
-122.6655,47.5508,44
-123.9302,46.1685,34
-121.0435,42.3916,34
-78.4134,40.416,35
-76.2883,37.4984,42
-102.102,40.0819,4
-77.6127,39.5989,17
-73.4746,41.3171,5
-88.5086,42.3631,11
-90.0813,41.6589,11
-95.3303,36.1425,33
-90.3081,38.6802,21
-120.5868,37.3145,3
-111.1736,45.7789,23
-86.9779,40.1942,12
-76.2925,40.6938,35
-89.2211,34.2561,22
-84.3139,34.1353,8
-81.5678,30.635,7
-123.4945,39.6715,3
-76.5359,40.5914,35
-85.7243,34.9496,0
-81.9051,28.0597,7
-85.9061,43.0125,19
-79.7656,40.061,35
-77.856,39.6269,17
-90.9018,46.677,45
-82.7186,37.3392,14
-119.51,48.5048,44
-96.7837,37.6898,13
-88.1272,42.487,11
-75.6699,36.0167,24
-99.6143,48.8532,25
-120.4714,34.6618,3
-111.2813,34.3728,2
-111.9811,33.1416,2
-72.51,41.596,5
-112.0238,41.103,41
-77.5559,39.8404,35
-93.5642,43.7659,20
-88.7982,41.616,11
-90.0004,38.1306,11
-95.4742,34.8781,33
-96.9575,40.6253,26
-93.2006,40.9802,9
-79.5809,38.4116,42
-95.1268,31.0572,40
-81.1728,39.9888,32
-82.7024,41.4468,32
-88.8019,35.0547,39
-89.209,44.867,45
-80.2444,27.1959,7
-97.6226,48.7939,25
-114.9364,44.2154,10
-73.668,41.0051,31
-94.0174,43.7677,20
-95.5428,47.3176,20
-96.8094,43.6592,38
-99.2614,26.9289,40
-81.3671,40.6466,32
-73.9127,41.0797,31
-88.1491,39.1559,11
-92.5961,37.5486,21
-89.5336,34.3627,22
-88.7082,37.1565,11
-121.8477,36.6184,3
-77.3561,37.6263,42
-97.9005,36.2842,33
-81.8677,36.1589,24
-105.3097,40.0462,4
-122.8471,38.0821,3
-111.4194,40.3869,41
-89.5634,34.8347,22
-120.9803,40.0587,3
-120.9813,37.6198,3
-123.6955,38.9123,3
-98.7922,40.479,26
-97.5404,37.2632,13
-98.0961,40.6201,26
-111.2773,40.681,41
-116.4401,33.9223,3
-79.976,41.6308,35
-72.2508,40.9592,31
-92.3539,32.5153,15
-92.78,38.1667,21
-105.2206,35.6011,29
-91.8287,45.9048,45
-79.0668,38.1148,42
-94.6798,39.8639,21
-80.8082,37.3316,42
-97.205,45.3349,38
-99.2885,36.0179,33
-82.1285,39.0412,32
-99.2612,26.9026,40
-120.9143,37.8272,3
-86.4698,38.5572,12
-118.954,47.9999,44
-98.0517,36.6649,33
-98.7611,38.0,13
-96.7683,43.33,38
-89.7037,45.8795,45
-75.4818,41.7154,35
-105.1619,48.8966,23
-94.2528,45.5313,20
-74.5218,41.6936,31
-83.8393,39.072,32
-84.0357,38.5318,14
-96.6268,43.0278,38
-98.6974,43.254,38
-72.1022,41.3502,5
-91.0633,40.2321,11
-110.6273,43.6227,47
-84.141,41.5532,32
-93.8131,43.5607,20
-73.4088,40.7824,31
-86.8555,41.6963,12
-93.9165,36.029,1
-88.3159,42.1629,11
-73.9365,42.0932,31
-74.3831,39.5659,28
-80.0712,40.4333,35
-73.7077,40.684,31
-96.3708,37.6206,13
-76.069,39.3652,17
-121.4853,45.7283,44
-82.5186,29.54,7
-94.5619,39.4761,21
-82.6478,34.5211,37
-78.8735,38.4362,42
-79.8911,38.7795,46
-81.8585,34.644,37
-82.2174,33.7192,37
-94.3218,45.4654,20
-90.7528,33.9123,22
-97.3928,27.98,40
-95.535,46.262,20
-77.247,39.057,17
-79.872,40.337,35
-96.427,44.5084,20
-77.4115,38.9513,42
-82.3467,34.3766,37
-105.0399,40.0404,4
-78.7763,40.3743,35
-74.2194,40.4018,28
-81.3933,39.3769,32
-90.1201,42.6765,45
-93.8088,32.0836,15
-83.0977,42.4052,19
-101.5636,48.2564,25
-89.0884,35.0488,39
-84.6989,32.8115,8
-111.2519,48.9089,23
-87.9809,44.0856,45
-111.7419,33.1152,2
-79.9937,35.991,24
-81.0937,26.6428,7
-97.8232,26.1778,40
-82.2209,32.1808,8
-75.5689,38.5691,6
-121.4068,41.0414,3
-102.1338,47.9595,25
-97.4236,26.0567,40
-108.1642,36.0901,29
-84.3837,38.5205,14
-101.2362,45.0172,38
-118.3476,33.9147,3
-81.2686,40.2109,32
-81.8195,38.4838,46
-82.0239,34.1696,37
-100.6648,45.1353,38
-89.5959,37.1294,21
-81.1241,41.8,32
-93.1653,42.0148,9
-108.0272,45.9819,23
-91.6225,29.8879,15
-84.3177,33.4426,8
-88.2938,32.4998,0
-74.3953,40.7773,28
-95.6805,35.8187,33
-81.9496,27.9572,7
-79.2856,37.1235,42
-95.3308,41.5776,9
-103.5017,41.8111,26
-93.294,47.328,20
-84.8675,40.9735,12
-73.4699,41.0768,5
-87.8169,41.831,11
-96.8593,30.7083,40
-94.4469,35.5853,1
-87.8378,31.343,0
-92.1513,32.512,15
-74.2713,40.8061,28
-90.3403,32.354,22
-92.585,31.9347,15
-80.8531,32.0095,8
-88.2932,42.3387,11
-85.8309,41.5743,12
-89.4599,41.556,11
-95.4212,32.1108,40
-90.3399,41.5786,11
-76.8306,39.9852,35
-80.2997,26.1547,7
-90.2317,39.7292,11
-80.268,40.8511,35
-90.1933,40.4936,11
-98.9823,38.2649,13
-94.2203,41.8431,9
-116.9851,32.8554,3
-86.7622,40.4874,12
-88.7163,36.4949,39
-94.6296,39.5023,21
-117.5792,47.6459,44
-81.9106,28.611,7
-81.9011,30.0502,7
-81.0663,38.0052,46
-110.0369,32.0272,2
-76.572,40.8028,35
-80.2235,35.2244,24
-73.9347,42.6517,31
-86.9116,35.7437,39
-86.2733,43.1982,19
-86.3976,31.3007,0
-119.6483,39.3074,30
-89.3577,42.3086,11
-85.8125,39.1351,12
-78.8959,40.2961,35
-115.5837,47.8331,23
-122.3586,37.5572,3
-97.6442,48.1513,25
-77.7482,39.5738,17
-98.6751,32.4693,40
-85.4463,39.6171,12
-89.0455,43.3856,45
-111.9813,47.6151,23
-92.8393,39.2278,21
-98.5527,41.8839,26
-87.3536,35.8997,39
-103.1636,48.3416,25
-75.7184,36.0717,24
-94.0569,41.1268,9
-73.4616,40.9138,31
-72.8816,40.9068,31
-90.4234,39.6944,11
-77.3358,38.7942,42
-76.5712,35.2544,24
-122.3924,40.9007,3
-120.6088,35.1019,3
-119.2895,47.6122,44
-86.9002,33.6372,0
-82.034,29.7812,7
-121.4853,43.6869,34
-73.1522,40.8467,31
-84.5516,32.579,8
-81.4216,41.1023,32
-97.3254,35.4913,33
-85.7895,43.2336,19
-121.6404,38.0289,3
-72.1249,41.4441,5
-77.1415,39.2088,17
-88.9592,39.3868,11
-91.4636,43.508,20
-116.7337,36.9474,30
-82.4225,34.8203,37
-96.5242,44.29,38
-75.8025,39.9619,35
-115.6304,35.8423,30
-110.0981,35.9481,2
-88.7928,36.8003,14
-96.498,45.8059,20
-115.8307,43.8281,10
-86.7532,39.6697,12
-89.7894,42.5788,45
-91.5502,45.8445,45
-83.4321,41.6524,32
-104.3644,41.0456,47
-115.0446,48.9534,23
-80.1954,25.8556,7
-97.5113,31.4187,40
-120.5883,39.8048,3
-96.5702,29.5189,40
-74.9075,40.1421,35
-89.7353,43.292,45
-89.2521,39.8498,11
-70.8831,43.808,18
-94.5127,39.4289,21
-92.1656,38.3122,21
-111.774,41.2602,41
-84.4607,38.9701,14
-87.8363,41.4892,11
-87.4307,31.3781,0
-83.7531,34.9495,8
-86.9607,39.9642,12
-73.502,40.8157,31
-78.5388,41.8992,35
-111.5566,36.9959,2
-75.0715,38.3998,17
-85.361,41.4893,12
-85.5364,38.2689,14
-123.5857,47.0102,44
-78.5501,40.7737,35
-81.2779,28.2363,7
-84.6162,40.7702,32
-96.7011,36.1151,33
-79.6299,39.0755,46
-108.7503,35.8423,29
-91.4537,30.6959,15
-85.8461,42.1678,19
-93.3692,40.7077,9
-91.262,35.6478,1
-122.232,47.5661,44
-94.127,33.4238,40
-103.1223,44.0674,38
-98.4991,44.9931,38
-81.5293,40.6004,32
-77.6311,39.6484,17
-104.3931,32.7783,29
-85.0892,39.1129,12
-82.7258,32.8263,8
-106.3238,36.2017,29
-94.8421,35.8352,33
-88.3916,43.8118,45
-79.7252,37.3865,42
-110.0791,35.6037,2
-84.6475,42.6484,19
-119.5199,37.2306,3
-88.2046,38.3589,11
-91.5487,34.4952,1
-94.4091,36.7388,21
-84.2078,30.1656,7
-81.2713,29.8415,7
-90.5133,30.7323,15
-93.6412,31.6398,15
-122.276,37.8722,3
-78.0506,40.5727,35
-80.3731,38.4604,46
-93.9557,35.3075,1
-82.0157,34.9532,37
-75.4227,38.9091,6
-87.0392,33.4674,0
-101.6997,42.923,26
-93.8644,45.1794,20
-117.2312,47.338,44
-77.9363,36.2593,24
-79.0594,33.556,37
-75.2527,39.9325,35
-97.6501,31.9262,40
-98.8711,29.3513,40
-96.4415,45.3018,20
-82.307,27.9914,7
-116.2405,46.2341,10
-88.9189,32.8338,22
-83.7911,43.2503,19
-85.6911,38.046,14
-77.5167,39.0168,42
-90.8713,46.5799,45
-87.0483,33.7502,0
-97.275,28.3074,40
-76.2669,40.721,35
-99.7475,42.8249,26
-91.7191,31.4436,15
-104.7142,38.7489,4
-89.24,38.0333,11
-85.4367,39.8029,12
-110.6427,31.6646,2
-87.0709,31.0587,0
-99.5809,31.1993,40
-95.1811,39.7436,13
-110.191,36.9867,2
-83.772,34.4783,8
-99.8483,28.9487,40
-84.6045,35.4573,39
-99.1373,34.627,33
-81.3999,37.194,42
-73.1052,43.9746,43
-97.9686,29.6728,40
-97.2548,33.0809,40
-114.1873,47.6771,23
-86.2563,43.3761,19
-81.8086,34.4149,37
-79.9637,33.397,37
-83.1563,42.6645,19
-85.6878,40.1244,12
-96.9375,46.5505,25
-80.7489,34.8623,24
-117.2943,34.1416,3
-91.1962,34.6003,1
-91.2322,35.6234,1
-77.4441,38.5198,42
-98.6179,29.3866,40
-81.7386,40.3308,32
-86.0032,44.5216,19
-83.0916,36.0082,39
-80.3212,40.8355,35
-79.9391,36.7944,42
-97.8364,30.1353,40
-123.6223,42.0409,34
-80.1528,40.5595,35
-93.5478,39.0964,21
-112.9284,46.5838,23
-96.269,44.7158,20
-105.9198,35.8144,29
-76.0424,39.326,17
-121.5225,39.4313,3
-98.1208,31.6997,40
-88.5888,41.3209,11
-74.5808,40.8998,28
-94.5456,45.3255,20
-97.9601,42.5135,26
-74.8502,40.8222,28
-78.1307,37.1812,42
-76.346,39.5348,17
-97.4775,25.9706,40
-95.8436,40.3894,26
-90.6108,39.6288,11
-80.6463,41.0993,32
-77.3473,38.0535,42
-81.2309,28.983,7
-77.2364,41.1261,35
-78.9143,38.55,42
-80.407,35.5538,24
-93.2931,30.8468,15
-75.2809,43.0478,31
-80.1239,26.6978,7
-81.1277,37.9844,46
-120.7844,45.3591,34
-101.2489,42.9377,26
-123.0691,44.6779,34
-85.7106,43.1571,19
-87.8915,31.5318,0
-84.8391,41.7388,12
-97.6435,33.8524,40
-96.3193,30.7639,40
-97.3235,36.6769,33
-95.6342,39.7619,13
-101.9594,48.026,25
-103.0189,36.3765,40
-87.3003,39.3898,12
-82.5963,34.0933,37
-90.3988,38.2867,21
-120.6338,36.9854,3
-84.3035,41.0193,32
-97.1085,44.0062,38
-103.655,46.2347,25
-79.9845,34.9675,24
-100.4684,39.1143,13
-92.1116,32.0492,15
-97.3065,29.9537,40
-73.0709,40.6781,31
-78.8185,41.0475,35
-88.1598,42.3299,11
-78.8943,36.6764,42
-84.8845,44.9361,19
-82.5994,41.2882,32
-88.3913,43.072,45
-93.5041,32.5277,15
-81.7798,28.7098,7
-73.4485,41.9595,5
-94.9473,31.4916,40
-79.7314,39.8772,35
-87.9786,42.4321,11
-114.7676,48.6727,23
-84.9254,33.6457,8
-97.529,30.947,40
-87.9023,33.9832,0
-76.0003,41.2005,35
-86.7246,31.5429,0
-89.977,42.0948,11
-84.9486,44.7182,19
-87.9895,44.5148,45
-94.2084,39.0171,21
-87.688,37.174,14
-85.1935,30.1148,7
-104.8229,41.7557,47
-81.8875,29.0496,7
-86.8856,34.5246,0
-94.4352,39.8682,21
-73.5288,40.8495,31
-82.4721,31.2451,8
-92.8467,33.5672,1
-89.0318,42.9717,45
-95.8609,36.3723,33
-88.3359,42.5792,45
-89.5748,39.0008,11
-90.3523,29.9008,15
-72.116,44.5996,43
-104.834,40.222,4
-83.8844,38.7563,14
-73.1845,41.3612,5
-89.9663,35.1087,39
-94.9328,45.1315,20
-74.9378,38.9423,28
-101.3766,40.4164,26
-94.7435,40.7608,9
-97.4692,42.4561,26
-77.434,34.4931,24
-88.9778,39.7763,11
-98.3767,32.2432,40
-89.405,35.8795,39
-95.618,37.0519,13
-96.4169,39.7039,13
-70.4301,43.7312,18
-118.0419,34.0089,3
-88.7374,42.733,45
-83.4405,31.1693,8
-86.9064,37.7726,14
-118.4775,40.1787,30
-122.6369,48.9127,44
-81.4906,29.0072,7
-94.9099,36.1979,33
-119.1132,44.4169,34
-94.3799,42.0173,9
-85.5936,38.2834,14
-87.6235,41.4401,11
-91.825,31.7681,15
-75.9866,40.8216,35
-84.9212,34.3709,8
-97.5875,33.2263,40
-98.4885,46.3784,25
-103.6616,41.8684,26
-81.9982,39.9905,32
-120.5921,38.7575,3
-75.309,38.915,6
-89.9732,33.7642,22
-96.0034,43.342,9
