,long,lat,country
362151,15.7833333,46.0833333,6
167824,13.266667000000002,51.183333000000005,12
423449,21.4166667,55.8,19
238528,23.483333,60.666667,10
132466,10.733333,53.716667,12
263187,5.094457,44.900255,11
46360,5.383333,50.0,3
182318,11.583333,48.433333000000005,12
22300,15.983332999999998,47.833333,1
88733,27.65,52.05,2
380646,18.583333,47.45,15
530566,-7.668185,41.305302000000005,25
588713,15.0,56.316667,31
178644,11.583333,48.9,12
497947,23.182248,54.159886,24
263075,1.496602,46.646846,11
553205,27.3,46.983333,26
417512,11.3,45.1,17
666251,29.225367,50.575728999999995,32
126755,7.95,51.5,12
205303,22.8436111,58.31,9
422906,22.2333333,55.6,19
209934,-4.659785,42.626184,30
393962,-8.0258333,51.9763889,16
259523,0.139366,43.886787,11
398194,-8.118888900000002,54.6261111,16
27433,15.05,48.7,1
476092,13.6,64.45,23
263271,0.911429,47.591883,11
223664,-6.0,43.533333,30
26279,12.7,47.583333,1
472946,5.383333,61.63333299999999,23
329983,-4.949722,51.707778000000005,13
380923,17.956923,47.365918,15
229500,-7.535957000000001,42.509232,30
472567,10.216667,63.916667,23
56798,4.35,50.666667,3
172329,11.75,51.65,12
54134,5.1666669999999995,49.883333,3
599310,14.883333,56.666667,31
260365,2.199161,49.088365,11
459562,5.87176,50.776416,22
368109,16.4016667,45.1191667,6
12115,20.1833333,40.8311111,0
261867,2.005679,45.659384,11
255281,2.432619,44.275481,11
122950,7.416667,51.483333,12
636300,31.313139000000003,47.413253000000005,32
75509,26.816666700000003,42.15,5
537407,-8.049114999999999,39.816634,25
658470,38.643517,48.568178,32
406243,12.65,42.15,17
239825,27.483333,66.666667,10
341580,21.1905556,39.1205556,14
352953,21.4155556,39.3266667,14
230868,-3.263385,41.622008,30
596299,15.45,56.283333,31
512813,19.380537,51.911347,24
264124,-0.050442,46.304239,11
247132,21.416667,62.833333,10
56915,3.0,51.183333000000005,3
404260,10.716667,46.316666999999995,17
539526,-7.729655999999999,38.645011,25
378109,20.283333,47.6,15
22682,14.566667,46.55,1
2976,19.6419444,41.561111100000005,0
30256,17.795,43.7658333,4
327144,-1.9,52.85,13
110475,15.123507,49.899853,7
539613,-8.998252,39.211986,25
562904,23.066667,45.866667,26
418747,14.383333,37.5,17
558137,22.833333,47.35,26
436611,21.8166667,56.35,19
646986,26.922075,48.418301,32
83844,26.25,53.2333333,2
424339,23.7666667,54.65,19
313182,2.941528,48.294196,11
263749,4.30505,44.595004,11
436204,24.7,55.3333333,19
227733,-4.265155,42.472946,30
327905,-1.6833330000000002,51.8,13
364766,16.8413889,43.6336111,6
175618,8.633333,49.45,12
109580,13.519563,49.643164,7
613341,13.666667000000002,56.333333,31
60000,3.266667,50.633333,3
375516,20.633333,47.933333000000005,15
586596,13.4,59.683333,31
16922,15.666667000000002,48.2,1
14552,20.4075,41.1322222,0
457276,4.749986,52.587807,22
396050,-7.5766667,52.3602778,16
154112,13.483332999999998,51.083333,12
546776,25.216667,45.15,26
664149,24.054704,51.491911,32
170201,12.366667,52.116667,12
658974,30.766667,47.483333,32
338034,19.9758333,39.436944399999994,14
264979,2.601941,50.098832,11
452612,19.495278,43.218611,21
603056,13.333332999999998,57.36666700000001,31
533416,-7.574716,37.366209999999995,25
460080,5.781504,51.315107,22
664951,23.421128,48.049112,32
30054,17.3330556,43.34444439999999,4
357087,20.910277800000003,39.3402778,14
511385,21.13438,50.681821,24
444663,26.316666700000003,56.3,18
69441,25.3833333,42.8666667,5
296602,3.665753,45.518446999999995,11
626058,28.308943,48.7809,32
242002,23.716667,60.25,10
85666,27.4,54.95,2
595894,21.8,65.95,31
12851,20.1013889,40.4288889,0
117118,14.739556,50.745563,7
55570,5.066667,50.816666999999995,3
310410,6.1049809999999995,49.158351,11
278135,1.113589,45.582564,11
223735,-4.7776,37.201771,30
237413,-3.732006,42.838527,30
19235,13.55,48.016667,1
622343,17.0166667,48.5833333,28
322433,-3.168611,51.078610999999995,13
81059,25.3166667,41.5833333,5
540796,-9.265805,39.041607,25
640586,24.914494,48.110624,32
310165,8.995349000000001,41.586065000000005,11
165634,7.233333,51.433333000000005,12
159725,11.0,49.633333,12
665375,27.554944,48.926493,32
651187,32.667094,50.637584,32
259271,-0.266667,45.35,11
228191,-6.498621,42.558624,30
244984,28.066667,66.866667,10
495786,24.049286,50.68872,24
442736,23.1697222,56.94027779999999,18
504485,22.730679,49.995706,24
122302,7.966667,49.833333,12
251904,23.033333,63.833333,10
598457,16.65,62.7,31
498667,19.700915,53.433538,24
464141,3.5981940000000003,51.496388,22
39505,18.6758333,44.6261111,4
585047,20.078056,43.3125,27
567864,24.716667,44.95,26
528541,-9.283333,39.216667,25
172695,12.0,50.4,12
242944,26.766667,64.35,10
654805,36.682479,46.868257,32
234758,-7.042396000000001,43.310695,30
303435,4.194154,49.686127,11
1712,19.885,42.101944399999994,0
164519,10.783333,49.516667,12
289339,-3.648668,48.690922,11
31261,18.595,43.8113889,4
294109,1.93505,45.930867,11
364532,16.8494444,42.766388899999995,6
459786,6.504701,52.122568,22
335145,-3.5,58.45,13
461220,5.266667,51.516667,22
92199,27.316666700000003,53.8666667,2
546496,26.15,47.8,26
571983,20.865833,43.010556,27
133155,9.783333,47.75,12
233206,2.233047,41.574695,30
364908,15.333055599999998,44.5166667,6
5977,20.1666667,39.65,0
45277,17.0025,44.7375,4
19881,14.033333,48.5,1
399602,9.633333,45.85,17
623164,20.2166667,48.5,28
43288,18.3802778,43.8208333,4
380658,17.086169,47.187805,15
410473,11.166667,43.366667,17
481210,16.787178,50.645216,24
115656,16.406495,49.624340999999994,7
491606,18.353938,50.426906,24
230823,-6.582889,43.144434999999994,30
446392,21.8,57.1166667,18
477509,9.061111,58.611943999999994,23
502493,18.766667,50.166667,24
93958,30.0166667,53.63972220000001,2
645125,33.259827,51.485048,32
366139,15.483333300000002,45.783333299999995,6
216606,-6.669817,42.883563,30
109453,17.440006,50.106472,7
423810,22.6166667,55.6833333,19
652454,36.175111,49.913431,32
111158,13.418121,50.49575,7
210215,-5.880159,40.929829999999995,30
293363,6.3685730000000005,47.64941,11
542516,22.533333,47.316666999999995,26
567857,21.599444,45.329722,26
502597,22.258101,54.241006000000006,24
648716,31.450740999999997,46.748336,32
498951,18.306469,50.20307,24
632302,33.515421999999994,50.037557,32
331064,-4.220556,51.753889,13
521387,16.979139,50.841605,24
172127,11.466667,53.86666700000001,12
174976,11.733333,49.066666999999995,12
208711,-5.174704,39.336952,30
643715,25.782018,51.826922,32
605232,17.3,64.5,31
386244,19.866498999999997,46.655642,15
11163,19.5952778,41.2827778,0
87036,29.0333333,53.3,2
228991,-6.233752,41.058522,30
225590,-1.8,39.233333,30
95427,30.864444399999996,53.935277799999994,2
333615,-4.5,58.25,13
124054,6.7,50.3,12
305518,-0.249163,46.984648,11
451893,28.577221999999995,47.692221999999994,20
625467,30.377836,46.052803,32
416135,7.35,45.1,17
293080,4.496430999999999,47.151546999999994,11
132315,13.466667,51.6,12
24996,13.666667000000002,48.433333000000005,1
40067,17.692222199999996,43.820555600000006,4
133414,6.283333,50.016667,12
360016,17.845,45.3816667,6
254029,6.379973000000001,48.786232,11
90084,28.183333299999997,54.6333333,2
291496,1.707863,50.812943,11
379525,18.183333,46.7,15
552784,25.25,44.8,26
145077,12.683333,47.916667,12
370906,17.5380556,43.0588889,6
133331,8.033333,51.566666999999995,12
42597,17.379722199999996,44.5147222,4
115322,14.044506,50.224131,7
426009,23.5333333,54.35,19
502250,18.65,51.683333000000005,24
324060,-2.266667,52.483332999999995,13
574404,20.336667,42.573611,27
338044,21.2736111,39.3263889,14
309150,2.597573,43.806138,11
329898,1.316667,52.033333,13
338497,21.75,37.65,14
129592,9.433333,51.7,12
649793,39.789837,48.178065,32
266947,1.696074,49.703212,11
90816,28.2333333,53.0666667,2
544680,22.55,47.45,26
429827,22.85,55.85,19
421701,23.15,55.05,19
403883,12.866667,41.966667,17
510880,23.0,54.233332999999995,24
513937,17.432786,54.641574,24
256080,3.878693,48.883214,11
65631,25.15,41.6166667,5
397524,-8.7,52.0833333,16
320796,-1.566667,50.816666999999995,13
477668,9.116667,59.6,23
27685,14.166667000000002,48.25,1
103118,16.76977,50.118006,7
388018,17.953877,46.327227,15
305957,2.560181,45.091481,11
46267,4.9166669999999995,50.883333,3
319874,-3.2,52.6,13
529292,-7.826238,37.397557,25
68048,25.65,41.45,5
537745,-8.790363000000001,39.299094,25
360057,17.4925,42.9091667,6
451574,27.591667,47.390278,20
573834,21.136944,43.021944,27
309925,1.771802,50.184189,11
549093,27.45,47.533333,26
343097,21.8166667,40.1666667,14
498184,22.889008,54.199358,24
271574,5.1576059999999995,46.913049,11
363894,14.9258333,44.771944399999995,6
352887,22.0333333,37.8666667,14
194421,10.278743,57.502379000000005,8
362075,16.2486111,45.1391667,6
161631,13.9,52.1,12
470859,8.816667,63.766667000000005,23
448971,28.329167,47.960556,20
58696,4.516667,50.233333,3
354908,20.4069444,39.4913889,14
389172,21.866667,47.933333000000005,15
93937,27.7166667,55.8833333,2
551685,26.833333000000003,46.6,26
265950,3.2772300000000003,43.449144,11
257095,5.756117,47.830999,11
482135,20.266667,51.416667,24
508474,16.783333,50.516667,24
262903,3.284642,48.977494,11
593104,13.033333,57.483332999999995,31
634904,25.281134,48.580145,32
185099,6.266667,51.133333,12
16141,15.166667000000002,48.566666999999995,1
627632,23.05467,48.831699,32
211231,-5.632297,43.511294,30
44457,17.9344444,44.6491667,4
666652,34.1,44.95,32
647193,23.790249,49.269058,32
70140,25.3333333,41.8333333,5
366071,16.3508333,45.366111100000005,6
206113,22.6311111,58.7966667,9
431221,23.1666667,55.1,19
4837,19.7758333,42.4027778,0
567953,24.65,46.583333,26
598825,12.05,58.4,31
7486,20.1219444,39.7891667,0
76332,27.7666667,42.2666667,5
297605,2.707378,47.882069,11
41924,18.2533333,44.1833333,4
561547,25.715556,44.387221999999994,26
398524,-7.693611099999999,52.3472222,16
520578,17.922854,53.225148,24
243328,23.933333,63.9,10
416228,14.6,38.05,17
206047,22.3666667,58.9,9
287099,3.961464,49.219332,11
194910,8.643064,57.101712,8
7045,19.7088889,41.7947222,0
631980,24.056758,49.950733,32
656369,29.618014,49.668846,32
198542,24.0861111,58.707777799999995,9
245124,19.916110999999997,60.253333,10
92777,26.5833333,53.8,2
220406,-6.631836,42.278394,30
619641,17.783333300000002,48.1,28
598403,17.883333,59.3,31
116933,14.454973999999998,49.712284999999994,7
529627,-8.447115,41.148959999999995,25
569313,22.95,44.816666999999995,26
415093,13.861944,45.602778,17
2279,20.250277800000003,40.304444399999994,0
590020,13.016667,57.15,31
355044,20.514166699999997,39.2661111,14
177555,13.683333,53.85,12
489620,18.784561,54.34486,24
397712,-6.5980555999999995,53.28277779999999,16
14195,20.637222199999997,40.28,0
361770,17.2525,45.1552778,6
144062,9.95,47.8,12
130901,14.216667,51.65,12
172423,11.766667,47.7,12
59005,3.183333,50.833333,3
70754,27.933333299999997,43.95,5
367210,17.1916667,43.3972222,6
184174,11.233333,48.966667,12
336155,24.2666667,41.1333333,14
60125,5.2,51.066666999999995,3
308516,5.627488,44.929553000000006,11
645875,25.033333,48.816666999999995,32
168378,6.1,50.9,12
287354,5.386232,44.982015999999994,11
387170,17.130649,46.757945,15
12600,20.1577778,39.715,0
563936,23.133333,47.366667,26
427461,24.312222199999997,56.1908333,19
158244,6.383333,50.15,12
10314,20.3158333,40.931388899999995,0
631088,29.726089,47.41214,32
318074,4.012003,50.201502000000005,11
652821,27.466667,50.616667,32
63210,25.35,42.3333333,5
30350,19.1325,44.3033333,4
212347,-8.955860000000001,42.715569,30
597043,17.433332999999998,65.65,31
30438,16.6688889,45.0738889,4
434138,25.5,54.9833333,19
392435,-7.3,52.2008333,16
291665,1.062893,46.443495,11
59543,4.9,50.283333,3
339137,25.2,41.2333333,14
189928,10.02831,57.549445,8
139188,7.183333,53.483332999999995,12
658586,30.597157,46.731549,32
211106,-0.278319,38.818187,30
134176,13.133333,50.933333000000005,12
162377,14.533333,51.05,12
568840,24.783333,46.6,26
177870,14.333332999999998,51.75,12
255360,2.769612,46.703908,11
558479,23.15,47.2,26
469784,11.266667,64.466667,23
300588,9.16287,42.422715999999994,11
489190,21.724877,52.786255,24
312910,1.935712,47.256091,11
76178,26.566666700000003,43.4833333,5
604107,23.666667,66.383333,31
312232,7.489966000000001,48.378265,11
459295,4.825143,52.47414200000001,22
61326,3.333333,50.7,3
6722,19.5611111,41.9016667,0
43802,17.7313889,43.4927778,4
165059,12.1,48.916667,12
401790,14.816667,40.766667,17
66923,26.2333333,43.1666667,5
422609,23.55,54.6,19
368173,18.6530556,45.2333333,6
607159,21.233333,64.68333299999999,31
141729,8.233333,52.066666999999995,12
338960,20.6361111,39.5430556,14
561735,27.216667,45.4,26
178238,13.466667,51.7,12
523300,16.133333,50.8,24
561823,26.516667,46.766667,26
342462,25.1305556,35.325,14
175978,12.583333,49.05,12
438710,25.75,57.466666700000005,18
643503,23.354944,49.969204,32
569949,28.5,44.8,26
270808,2.455317,43.186252,11
505050,20.8902,53.827741,24
44343,17.8213889,43.9866667,4
524646,21.854093,51.206102,24
72596,26.1166667,41.5166667,5
546283,21.383333,45.333333,26
271964,7.209761,47.908124,11
5495,19.65,40.7666667,0
269410,1.889691,49.910798,11
514490,18.778384,54.266296,24
420825,22.5333333,55.5833333,19
445289,27.0333333,57.0166667,18
611299,15.85,60.25,31
256331,0.954313,49.425305,11
362046,16.9827778,43.5938889,6
319197,-3.266667,56.13333299999999,13
339033,24.9916667,39.5388889,14
408460,15.966667,40.466667,17
347259,24.7666667,41.3166667,14
570125,25.524444,44.278056,26
375196,16.933332999999998,47.083333,15
590548,19.016667,64.516667,31
219579,-0.2333329999999999,38.516667,30
232749,-6.671380999999999,43.543044,30
363096,15.635833300000002,45.1636111,6
74285,23.65,43.15,5
78409,22.9777778,43.078888899999995,5
32963,18.7675,44.813055600000006,4
396722,-8.406666699999999,54.8158333,16
491459,23.230519,53.467471,24
651137,25.1336,48.500607,32
303986,3.3098980000000005,45.964379,11
403024,8.316667,40.65,17
567969,26.733333,45.766667,26
98219,16.671772,49.245536,7
353539,21.4969444,39.0825,14
14494,20.2144444,41.2691667,0
405601,8.033333,43.916667,17
166767,8.966667,54.7,12
363689,15.483333300000002,45.7666667,6
487691,19.231022,52.656651,24
17394,14.166667000000002,48.4,1
226617,-3.797937,42.464035,30
311557,3.744524,44.882755,11
78080,25.5833333,41.466666700000005,5
424603,22.3833333,55.283333299999995,19
184675,9.8,52.066666999999995,12
564789,23.65,44.883333,26
628626,34.121164,48.754224,32
617476,15.250277800000005,46.405,29
205490,25.815,58.2616667,9
423960,23.85,55.4166667,19
105749,17.684517,49.004933,7
275162,4.123451,48.21258,11
360506,17.5666667,45.75,6
437608,24.736666699999997,57.6144444,18
568460,25.466667,44.883333,26
94542,28.5,55.2666667,2
249883,23.916667,62.716667,10
382920,21.05,46.433333000000005,15
609644,18.866667,59.708333,31
105872,14.249052,49.195618,7
345561,24.9333333,35.033333299999995,14
75655,25.3833333,41.5833333,5
597726,11.8,57.95,31
190976,8.858086,56.43586,8
285313,1.800775,45.306974,11
591089,15.733332999999998,57.15,31
289686,6.087508000000001,48.990392,11
454111,19.141667,42.411667,21
407594,8.316667,45.05,17
339814,22.978333300000003,40.8963889,14
39700,17.759166699999998,44.195,4
341801,20.8666667,37.783333299999995,14
180525,7.933333,52.483332999999995,12
471169,5.0833330000000005,61.583333,23
116731,16.397151,49.975283000000005,7
113611,15.869561,48.922323,7
71799,23.8333333,41.6833333,5
480312,19.184588,50.454925,24
344833,22.7280556,40.7172222,14
271448,5.931292,47.482971,11
614355,16.3525,46.65138889999999,29
370570,15.0911111,44.5255556,6
193691,9.217978,56.438821999999995,8
295877,1.832576,45.719144,11
122141,8.85,52.2,12
422910,24.1238889,56.16111110000001,19
184937,8.983333,48.766667,12
293893,5.641082,47.018784,11
314580,6.001361,43.200534999999995,11
127615,9.166667,47.983333,12
439991,24.6436111,56.9266667,18
51155,2.95,51.183333000000005,3
362462,17.152777800000003,45.563055600000006,6
542808,25.833333,44.95,26
87499,30.1872222,53.3305556,2
544987,24.866667,46.266667,26
563902,26.516667,45.033333,26
299350,-2.217397,48.431571000000005,11
451017,28.352778000000004,45.803056,20
314523,4.982806,44.13735,11
525797,17.772037,53.61233000000001,24
204332,25.8363889,59.21777779999999,9
293991,4.657011,48.648846,11
491499,21.050095,50.512479,24
380167,17.413395,47.068849,15
263256,2.219035,47.865746,11
254525,5.139158999999999,49.035349,11
34870,16.7861111,44.6566667,4
129068,12.216667,49.166667,12
218428,-1.239507,42.675787,30
256731,6.966667,44.083333,11
269389,5.678709,49.275523,11
36956,17.6983333,43.6816667,4
637097,36.350556,45.434444,32
475805,10.9,60.63333299999999,23
149184,10.883333,53.233332999999995,12
355801,21.9833333,40.3666667,14
531994,-8.050298,41.044345,25
435077,22.5666667,55.7,19
504380,19.816063,51.830334,24
29846,14.966667,47.35,1
9454,20.7675,40.646111100000006,0
262552,5.668613,47.379718,11
331470,-2.416667,54.416667,13
640722,34.3,45.55,32
575609,20.640278,43.686111,27
120059,12.5,47.8,12
367470,13.8958333,44.8238889,6
473721,11.133333,63.516667000000005,23
118135,12.945004,49.792658,7
213816,-3.4456809999999995,37.626053000000006,30
452410,29.108333,47.465,20
24637,14.983332999999998,48.133333,1
146507,10.083333,53.55,12
215664,-0.8,38.683333000000005,30
180576,14.65,51.35,12
132224,7.533333,50.633333,12
137663,12.333333,48.716667,12
282453,-1.33258,47.431589,11
324653,-2.566667,50.766667,13
256511,1.603235,49.601318,11
526614,20.228052,51.313146,24
618669,18.85,48.3333333,28
605978,11.225,58.75,31
240641,23.75,59.983332999999995,10
392086,-7.636388900000001,52.9363889,16
659201,24.982383,51.37303,32
408419,11.45,46.8,17
9650,20.1002778,42.3738889,0
165947,12.0,51.866667,12
535336,-8.22658,39.938708,25
124581,7.2,49.216667,12
575009,20.893889,42.628333000000005,27
411355,8.95,40.1,17
537116,-8.785533000000001,39.648651,25
151390,13.983332999999998,50.833333,12
53200,3.3833330000000004,50.783333,3
474484,8.533333,59.36666700000001,23
122252,7.216667,50.55,12
63942,23.0,42.1166667,5
368767,14.696666699999998,44.376388899999995,6
405350,11.05,45.65,17
392301,-8.9069444,52.556388899999995,16
278773,-4.516667,48.366667,11
447995,29.366944,46.788333,20
375176,21.533333,47.833333,15
183245,7.933333,52.63333299999999,12
359045,20.5958333,39.2577778,14
418371,6.9166669999999995,44.983333,17
39876,18.3058333,43.4613889,4
598838,14.283333,63.55,31
357664,21.2,37.8666667,14
208407,-8.816667,42.283333,30
590553,18.283333,59.11666700000001,31
210516,-4.052653,42.880183,30
49520,3.016667,51.133333,3
426625,23.9833333,55.9333333,19
96366,31.4966667,52.8322222,2
576163,21.575556,42.335556,27
159813,10.166667,52.216667,12
640059,28.316667,51.266667,32
639157,38.204922,47.68665,32
285405,1.689935,50.074981,11
248920,28.05,62.333333,10
640909,33.427482,49.072005,32
309996,5.456629,47.126201,11
92848,30.142222200000003,54.553611100000005,2
50976,4.15,51.216667,3
475431,10.166667,63.3,23
557829,26.3,44.75,26
472087,5.15,60.95,23
563407,27.283333,47.75,26
348322,22.2833333,38.9,14
158905,14.35,52.2,12
649279,37.663359,49.303223,32
575128,19.553889,43.307778000000006,27
95248,31.0166667,52.7333333,2
560276,23.233333,44.766667,26
628720,26.414302000000003,49.236093,32
500088,21.404673000000003,52.619772999999995,24
609838,13.966667,61.516667000000005,31
5854,20.6838889,40.7541667,0
193545,10.741866,55.280823,8
7151,20.41,41.4263889,0
487108,19.36637,52.068249,24
257293,-1.555581,43.480119,11
23135,15.7,48.6,1
535045,-8.193833,41.092131,25
280619,3.916667,50.3,11
264581,1.445834,46.797391,11
6540,19.5869444,40.625,0
491415,15.758755,50.996787,24
42789,19.0966667,43.9094444,4
305704,-0.210331,47.008179,11
560543,26.166667,47.933333000000005,26
384468,18.567775,47.090666,15
101327,14.555663,49.75718,7
96058,28.4666667,51.6166667,2
470022,7.633333,62.716667,23
93151,27.75,53.5,2
634647,34.487762,49.152581,32
19935,12.333333,46.916667,1
56243,3.766667,50.8,3
563328,24.616667,46.166667,26
651457,34.966667,50.416667,32
133943,7.483333,52.533333,12
115355,14.433333,50.666667,7
549185,23.683333,46.2,26
366235,18.0877778,45.4886111,6
515424,18.609586,53.218114,24
355978,20.4963889,39.318611100000005,14
484549,20.715797,51.782397,24
485452,20.940463,49.781799,24
534943,-7.458201,40.683765,25
84220,28.433333299999997,55.716666700000005,2
543423,25.633333,44.816666999999995,26
245625,28.616667,66.05,10
459682,5.779274,50.797259999999994,22
75178,24.0166667,42.9333333,5
505939,15.731699,51.690019,24
527461,19.931832999999997,52.418322,24
645603,25.333333,48.233333,32
3354,19.7336111,41.10055560000001,0
425465,24.452777800000003,56.0705556,19
305661,1.630841,50.677944,11
644716,24.366667,50.883333,32
95178,27.1666667,55.2666667,2
276765,-0.087854,44.450647,11
177060,8.75,49.466667,12
429295,22.459166699999997,55.4894444,19
324492,-3.15,52.6,13
98718,16.89059,49.455473,7
182492,10.516667,49.583333,12
470597,5.483333,59.75,23
170316,10.216667,48.083333,12
225706,-8.810148,43.323795,30
198800,26.4038889,59.043055599999995,9
363580,15.286666699999998,45.185,6
514445,15.241898,53.874295999999994,24
512075,19.656526,49.996244,24
184845,10.166667,51.183333000000005,12
648558,30.634094,48.298943,32
154552,12.533333,49.216667,12
211349,-4.45,43.15,30
280782,2.055226,48.052162,11
360465,14.514444400000002,45.0652778,6
600121,13.35,61.35,31
272627,0.2143989999999999,43.231763,11
408769,10.783333,45.816666999999995,17
400853,6.95,45.116667,17
276872,4.62214,47.680359,11
509503,17.938009,51.936499,24
23251,14.316667,48.083333,1
452683,18.638889,42.550556,21
42599,18.576666699999997,44.4961111,4
162704,9.45,49.283333,12
12256,19.5333333,41.1833333,0
627448,31.742551,52.074690999999994,32
92289,24.6333333,53.35,2
50592,4.7,50.683333000000005,3
213196,-6.8324869999999995,40.151919,30
268923,5.283930000000001,48.813487,11
63148,25.0833333,42.9,5
211826,3.0333330000000003,41.8,30
573511,19.319722,44.354444,27
543606,22.044722,44.895833,26
557419,26.866667,45.55,26
553853,23.8,44.5,26
507348,21.957086,53.101738,24
363019,17.360833300000003,43.131944399999995,6
34284,17.6163889,43.4075,4
318544,-4.9166669999999995,58.3,13
195133,10.069244,56.706665,8
24157,15.8,46.8,1
566243,25.866667,44.7,26
197680,11.684585,55.58661600000001,8
411784,13.266667000000002,42.516667,17
657717,35.788056,50.136667,32
217960,-4.0822959999999995,37.884994,30
32006,17.174722199999998,45.0652778,4
666940,30.015579,48.213542,32
518395,20.818919,49.908162,24
648201,36.202434,48.888265,32
632285,35.195177,48.290258,32
141778,9.933333,53.55,12
105272,16.433332999999998,50.216667,7
212990,-1.308787,39.102024,30
424309,23.5,55.4,19
345454,20.585277800000004,39.3438889,14
66509,24.0166667,42.0666667,5
315859,-0.2893739999999999,46.516425,11
168554,9.683333,54.216667,12
570350,27.283333,45.15,26
590746,15.8,62.533333,31
86286,23.9166667,52.1333333,2
348913,23.7833333,40.1,14
454193,19.393611,42.451944,21
394599,-8.753888900000002,51.9019444,16
171413,13.233332999999998,53.066667,12
441427,25.1666667,56.85,18
532428,-8.256236999999999,40.238067,25
200866,22.9077778,58.4505556,9
114496,15.0,49.766667,7
296286,7.712323,49.030302,11
403671,9.15,44.8,17
472243,7.85,62.45,23
514809,14.797002,52.421824,24
590490,13.233056,58.883056,31
612746,16.766667,61.433333,31
667259,39.127778,49.386944,32
583539,21.504167,42.6475,27
130415,11.883333,51.516667,12
649316,23.653077,49.136421,32
461590,6.081752,51.520132,22
368679,17.595833300000002,45.2247222,6
373121,17.583333,46.833333,15
632104,34.615889,45.286294,32
298516,3.5024269999999995,45.823914,11
654255,32.927867,46.548602,32
463757,6.1437669999999995,53.162293000000005,22
564243,23.45,46.683333000000005,26
615637,13.63,46.2283333,29
456461,19.457778,42.809722,21
309248,4.577086,44.821599,11
560986,25.283333,45.083333,26
55902,4.016667,51.1,3
506863,20.796698000000003,53.049319999999994,24
556658,23.183333,45.716667,26
297390,-1.621902,47.270949,11
41602,18.987777800000003,44.0422222,4
221585,-3.234322,41.758064000000005,30
112144,17.740633,49.161735,7
450007,28.224167,46.0725,20
432341,23.4166667,54.9,19
569468,26.55,45.283333,26
10222,20.1275,40.3663889,0
420736,22.3166667,56.1833333,19
407393,12.866667,41.683333000000005,17
125720,14.05,52.583333,12
407921,8.05,43.883333,17
78140,25.6666667,41.3833333,5
469475,11.116667,63.466667,23
210153,-3.107128,37.512097,30
258292,2.839329,47.561718,11
389364,19.043977,46.714107,15
621531,18.9833333,48.35,28
33880,18.4363889,44.85055560000001,4
605984,17.866667,62.666667,31
493200,17.083333,51.133333,24
246207,21.616667,62.61666700000001,10
61064,4.066667,51.216667,3
117158,18.119879,49.538936,7
346110,20.3988889,39.4861111,14
299279,-2.235403,48.521991,11
372976,20.916667,47.716667,15
630168,31.852076,51.475081,32
308901,4.072973,46.954997,11
184152,12.166667,50.916667,12
290593,5.511146,48.925453999999995,11
592403,15.533333,59.966667,31
61956,3.3833330000000004,51.15,3
559453,24.466667,46.483333,26
95852,30.116666700000003,52.454722200000006,2
502980,22.206063,52.793661,24
321459,-4.224167,51.735833,13
666472,28.683333,50.083333,32
634975,34.830683,46.08047,32
109393,17.681548,49.754045,7
331863,-2.016667,52.4,13
145300,11.05,53.75,12
380593,20.083333,46.483333,15
646414,33.022846,47.246977,32
550276,24.216667,44.566666999999995,26
468984,10.95,63.2,23
36370,19.353333300000003,44.0255556,4
32511,17.8008333,44.5202778,4
524254,21.370865,51.083619,24
